No,Tutupan Lahan,Curah Hujan,Kerapatan Sungai,Jarak dari Sungai,Ketinggian Lahan,Kemiringan Lereng,Jenis Tanah,Kelas Bahaya Banjir,Desa/Kelurahan,Luas Km²
961,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Condongcatur,0.157188
962,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Rendah,Condongcatur,0.000841
963,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.000925
964,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.000004
965,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.000896
966,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.004223
967,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.00218
968,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.002832
969,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.073751
970,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.000774
971,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.005673
972,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.003106
973,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.039799
974,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.133781
975,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.100423
976,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.002208
977,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.002706
978,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.001327
979,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.006035
980,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.04709
981,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.007692
982,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.0229
983,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.071519
984,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.009046
985,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.001078
986,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.001282
987,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.002482
988,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Caturtunggal,0.029606
989,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Maguwoharjo,0.074947
990,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Condongcatur,0.092221
991,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Maguwoharjo,0.000381
992,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Condongcatur,0.002983
993,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.005751
994,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.010171
995,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.003461
996,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.006225
997,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.029302
998,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.013558
999,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.048841
1000,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.144692
1001,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.020521
1002,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.004606
1003,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.002701
1004,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.005479
1005,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.106473
1006,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.271993
1007,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.217676
1008,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Condongcatur,0.002659
1009,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.002425
1010,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.000651
1011,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.00089
1012,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.005896
1013,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.003661
1014,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.002625
1015,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.070103
1016,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.001558
1017,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Caturtunggal,0.010547
1018,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Maguwoharjo,0.005196
1019,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Condongcatur,0.000005
1020,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.053355
1021,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.171831
1022,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.101957
1023,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.005151
1024,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.001035
1025,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.002288
1026,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.007738
1027,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.052547
1028,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.007011
1029,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.020202
1030,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.052651
1031,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.005187
1032,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.00014
1033,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.001206
1034,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.002604
1035,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.050713
1036,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.05837
1037,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.086702
1038,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.001313
1039,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.001175
1040,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.004314
1041,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.006702
1042,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.005237
1043,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.008473
1044,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.030529
1045,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.007797
1046,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.040851
1047,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.089861
1048,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.007153
1049,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Caturtunggal,0.00492
1050,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.004667
1051,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.00386
1052,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.11504
1053,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.176272
1054,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.171895
1055,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.000069
1056,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.003835
1057,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.000669
1058,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Caturtunggal,0.000174
1059,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.008415
1060,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.007558
1061,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.001507
1062,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.021708
1063,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.001068
1064,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Caturtunggal,0.006902
1065,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.005604
1066,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.000326
1067,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.035204
1068,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.105689
1069,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.065178
1070,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.003221
1071,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.00286
1072,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.004947
1073,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.007895
1074,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.042591
1075,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.004537
1076,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.020015
1077,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.023037
1078,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.001716
1079,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Caturtunggal,0.000011
1080,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.000968
1081,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.001864
1082,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.051466
1083,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.017145
1084,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.044113
1085,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.00164
1086,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.003006
1087,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.00392
1088,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.011717
1089,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.000951
1090,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.005852
1091,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.050191
1092,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.004057
1093,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.024011
1094,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.040252
1095,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.000123
1096,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Caturtunggal,0.005541
1097,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.017227
1098,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.000199
1099,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.058945
1100,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.04519
1101,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.063995
1102,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.000083
1103,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.000009
1104,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.003623
1105,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.01533
1106,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.007746
1107,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.001635
1108,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.003666
1109,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Caturtunggal,0.003484
1110,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.003525
1111,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.000047
1112,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.014566
1113,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.027103
1114,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.010813
1115,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.004079
1116,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.001528
1117,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.000172
1118,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.015973
1119,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.000586
1120,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.002384
1121,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.001565
1122,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Rendah,Caturtunggal,0.000429
1123,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.012463
1124,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000848
1125,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.015959
1126,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.002613
